"year","team","name","ERA","G","W","L","SV","HLD","WPCT","IP","H","HR","BB","HBP","SO","R","ER","WHIP","CG","SHO","QS","BSV","TBF","NP","AVG","2B","3B","SAC","SF","IBB","WP","BK","GS","Wgs","Wgr","GF","SVO","TS","GDP","GO","AO","GO_AO","BABIP","P_G","P_IP","K_9","BB_9","K_BB","OBP","SLG","OPS","rank_sv","closer","is_fa","log_salary"
2021,"KIA","박준표","5.91",32,2,4,0,4,"0.333",32,42,3,17,9,18,24,21,"1.84",0,0,0,2,158,571,"0.326",9,1,2,1,0,0,0,0,0,2,2,7,0,5,36,34,"1.06",0.358,17.8,"17.8","5.06","4.78","1.06",0.436,"0.481",0.917,3,"0",0,9.43348392329039
2021,"KIA","박진태","5.95",59,3,3,0,9,"0.500",65,68,6,36,13,45,44,43,"1.60",0,0,0,0,305,1261,"0.272",10,0,2,4,0,5,0,0,0,3,10,9,0,7,72,69,"1.04",0.305,21.4,"19.4","6.23","4.98","1.25",0.386,"0.384",0.77,3,"0",0,8.69951474821019
2021,"KIA","서덕원","7.44",24,1,0,0,1,"1.000",32.6666666666667,36,7,14,0,24,28,27,"1.53",0,0,0,0,148,620,"0.277",8,1,2,2,0,5,0,0,0,1,8,2,0,1,28,44,"0.64",0.287,25.8,"19.0","6.61","3.86","1.71",0.342,"0.515",0.857,3,"0",0,8.1886891244442
2021,"KIA","이승재","7.50",25,2,1,0,5,"0.667",24,26,5,18,3,17,20,20,"1.83",0,0,0,1,118,486,"0.286",2,0,4,2,0,3,1,0,0,2,1,6,0,0,18,32,"0.56",0.296,19.4,"20.3","6.38","6.75","0.94",0.412,"0.473",0.885,3,"0",0,8.1886891244442
2021,"KIA","김현수","7.88",17,1,4,0,0,"0.200",45.6666666666667,57,8,36,3,27,43,40,"2.04",0,0,0,0,229,890,"0.305",16,0,2,1,0,1,0,8,0,1,7,0,0,3,38,66,"0.58",0.32,52.4,"19.5","5.32","7.09","0.75",0.423,"0.519",0.942,3,"0",0,8.29404964010203
2021,"롯데","최준용","2.85",44,4,2,1,20,"0.667",47.3333333333333,41,6,16,1,45,16,15,"1.20",0,0,0,2,195,764,"0.234",7,0,3,0,3,1,0,0,0,4,6,24,0,2,33,56,"0.59",0.282,17.4,"16.1","8.56","3.04","2.81",0.302,"0.377",0.679,2,"0",0,9.27799902045
2021,"롯데","김원중","3.59",61,4,4,35,0,"0.500",62.6666666666667,50,6,28,3,64,26,25,"1.24",0,0,0,5,268,1028,"0.217",8,0,6,1,4,8,0,0,0,4,55,40,2,0,54,63,"0.86",0.273,16.9,"16.4","9.19","4.02","2.29",0.309,"0.330",0.639,1,"1",0,10.2399597891573
2021,"롯데","이인복","4.11",25,3,0,0,1,"1.000",61.3333333333333,75,5,14,5,45,31,28,"1.45",0,0,1,0,271,950,"0.299",17,3,1,0,1,0,0,8,3,0,9,0,0,8,88,43,"2.05",0.348,38,"15.5","6.60","2.05","3.21",0.348,"0.450",0.798,3,"0",0,9.04782144247841
2021,"롯데","구승민","4.33",68,6,5,0,20,"0.545",62.3333333333333,47,5,31,4,65,30,30,"1.25",0,0,0,3,262,1043,"0.213",7,2,5,1,0,4,1,0,0,6,7,25,0,6,41,69,"0.59",0.276,15.3,"16.7","9.39","4.48","2.10",0.319,"0.330",0.649,3,"0",0,9.80366721725392
2021,"롯데","진명호","4.81",33,2,2,0,3,"0.500",24.3333333333333,20,3,14,2,24,14,13,"1.40",0,0,0,0,107,471,"0.225",5,0,0,2,0,1,0,0,0,2,3,4,0,3,21,26,"0.81",0.266,14.3,"19.4","8.88","5.18","1.71",0.336,"0.382",0.718,3,"0",0,8.77955745588373
2021,"롯데","김대우","5.09",39,2,2,0,9,"0.500",35.3333333333333,32,4,24,4,31,22,20,"1.58",0,0,0,3,160,671,"0.260",7,0,5,4,0,5,0,0,0,2,4,11,0,4,36,28,"1.29",0.304,17.2,"19.0","7.90","6.11","1.29",0.387,"0.415",0.802,3,"0",0,8.77955745588373
2021,"롯데","김도규","5.79",43,2,1,0,5,"0.667",42,41,3,22,0,39,28,27,"1.50",0,0,0,0,182,742,"0.263",5,1,2,2,1,2,0,0,0,2,7,2,0,4,31,47,"0.66",0.328,17.3,"17.7","8.36","4.71","1.77",0.35,"0.365",0.715,3,"0",0,8.64822145382264
2021,"롯데","김진욱","6.31",39,4,6,0,8,"0.400",45.6666666666667,42,3,49,3,45,32,32,"1.99",0,0,0,0,227,994,"0.247",9,0,3,2,3,15,0,5,0,4,2,9,0,2,47,38,"1.24",0.315,25.5,"21.8","8.87","9.66","0.92",0.42,"0.353",0.773,3,"0",0,8.53699581871242
2021,"롯데","나균안","6.41",23,1,2,1,1,"0.333",46.3333333333333,62,4,24,0,27,36,33,"1.86",0,0,1,0,223,861,"0.315",13,0,1,1,0,1,1,7,1,0,3,1,0,1,51,58,"0.88",0.347,37.4,"18.6","5.24","4.66","1.13",0.387,"0.442",0.829,2,"0",0,8.66561319653451
2021,"롯데","김건국","6.55",13,0,0,0,0,"-",22,27,3,14,0,17,16,16,"1.86",0,0,0,0,104,420,"0.300",8,0,0,0,0,2,0,0,0,0,0,1,0,3,29,17,"1.71",0.343,32.3,"19.1","6.95","5.73","1.21",0.394,"0.489",0.883,3,"0",0,8.00636756765025
2021,"롯데","서준원","7.33",26,1,3,0,3,"0.250",54,72,5,29,2,37,46,44,"1.87",0,0,0,0,257,978,"0.332",13,2,5,4,3,1,0,8,1,0,3,4,0,3,61,51,"1.20",0.374,37.6,"18.1","6.17","4.83","1.28",0.409,"0.479",0.888,3,"0",0,9.0359869848314
2021,"KT","박시영","2.40",48,3,3,0,12,"0.500",45,30,4,15,1,51,16,12,"1.00",0,0,0,2,180,683,"0.189",2,0,1,4,2,5,0,0,0,3,8,16,0,3,47,35,"1.34",0.241,14.2,"15.2","10.20","3.00","3.40",0.257,"0.277",0.534,3,"0",0,9.39266192877014
2021,"KT","김재윤","2.42",65,4,3,32,0,"0.571",67,57,5,24,0,64,19,18,"1.21",0,0,0,5,275,1071,"0.232",8,0,1,4,4,2,0,0,0,4,60,37,3,5,44,85,"0.52",0.287,16.5,"16.0","8.60","3.22","2.67",0.296,"0.325",0.621,1,"1",0,10.2399597891573
2021,"KT","조현우","2.61",49,0,0,0,6,"-",31,26,0,7,1,13,10,9,"1.06",0,0,0,0,126,463,"0.224",5,1,2,0,1,2,0,0,0,0,3,12,0,1,43,34,"1.26",0.252,9.4,"14.9","3.77","2.03","1.86",0.274,"0.284",0.558,3,"0",0,9.15904707758863
2021,"KT","이창재","2.70",32,2,0,0,0,"1.000",26.6666666666667,22,0,10,0,19,8,8,"1.20",0,0,0,0,108,442,"0.227",5,0,0,1,2,0,0,0,0,2,11,2,0,3,25,32,"0.78",0.278,13.8,"16.6","6.41","3.38","1.90",0.296,"0.278",0.574,3,"0",0,8.80986280537906
2021,"KT","심재민","2.89",28,0,1,0,1,"0.000",46.6666666666667,41,4,11,0,35,15,15,"1.11",0,0,0,0,189,744,"0.234",4,0,1,2,1,0,0,2,0,0,9,1,0,5,52,49,"1.06",0.268,26.6,"15.9","6.75","2.12","3.18",0.277,"0.326",0.603,3,"0",0,9.01188943325234
2021,"KT","김민수","2.95",56,4,2,0,11,"0.667",58,56,2,24,3,55,25,19,"1.38",0,0,0,2,253,924,"0.256",8,1,4,3,3,3,1,1,0,4,17,14,0,7,64,47,"1.36",0.327,16.5,"15.9","8.53","3.72","2.29",0.333,"0.329",0.662,3,"0",0,9.35010231435134
2021,"KT","주권","3.31",62,3,4,0,27,"0.429",49,48,3,19,1,19,19,18,"1.37",0,0,0,4,208,733,"0.264",7,1,5,1,2,1,0,0,0,3,2,36,0,5,54,62,"0.87",0.28,11.8,"15.0","3.49","3.49","1.00",0.335,"0.363",0.698,3,"0",0,10.2921455423279
2021,"KT","안영명","4.08",35,0,1,0,4,"0.000",35.3333333333333,24,2,11,1,32,17,16,"0.99",0,0,0,0,145,557,"0.192",3,0,4,4,0,0,0,0,0,0,11,8,0,1,41,32,"1.28",0.232,15.9,"15.8","8.15","2.80","2.91",0.255,"0.264",0.519,3,"0",0,9.04782144247841
2021,"NC","류진욱","2.08",44,1,0,1,7,"1.000",43.3333333333333,40,2,22,0,31,15,10,"1.43",0,0,0,0,190,769,"0.242",6,1,2,1,0,4,0,0,0,1,11,6,0,5,58,37,"1.57",0.286,17.5,"17.7","6.44","4.57","1.41",0.33,"0.327",0.657,3,"0",0,8.9226582995244
2021,"NC","임창민","3.79",46,0,3,0,17,"0.000",40.3333333333333,35,2,20,4,29,23,17,"1.36",0,0,0,3,178,719,"0.235",8,0,2,3,1,7,0,0,0,0,4,14,0,2,37,51,"0.73",0.273,15.6,"17.8","6.47","4.46","1.45",0.335,"0.329",0.664,4,"0",0,9.39266192877014
2021,"NC","홍성민","3.92",53,3,4,0,14,"0.429",41.3333333333333,53,3,12,2,26,19,18,"1.57",0,0,0,2,185,720,"0.317",9,0,3,1,1,2,1,0,0,3,2,17,0,3,49,40,"1.23",0.36,13.6,"17.4","5.66","2.61","2.17",0.368,"0.425",0.793,4,"0",0,9.43348392329039
2021,"NC","임정호","4.15",60,0,4,0,12,"0.000",34.6666666666667,37,2,25,3,24,20,16,"1.79",0,0,0,0,165,660,"0.278",4,1,3,1,2,0,0,0,0,0,1,24,0,6,40,33,"1.21",0.324,11,"19.0","6.23","6.49","0.96",0.401,"0.368",0.769,4,"0",0,9.25913053614561
2021,"NC","원종현","4.25",61,2,2,14,6,"0.500",53,67,5,23,3,45,27,25,"1.70",0,0,0,7,245,904,"0.315",9,0,4,2,2,4,0,0,0,2,33,28,1,7,54,49,"1.10",0.376,14.8,"17.1","7.64","3.91","1.96",0.386,"0.427",0.813,2,"1",0,10.2035921449865
2021,"NC","문경찬","4.94",35,0,1,0,4,"0.000",31,25,6,20,0,25,20,17,"1.45",0,0,0,0,142,531,"0.207",6,0,1,0,1,1,0,0,0,0,8,6,0,0,23,48,"0.48",0.211,15.2,"17.1","7.26","5.81","1.25",0.319,"0.405",0.724,4,"0",0,9.10497985631836
2021,"NC","배민서","4.95",32,1,0,0,0,"1.000",40,51,3,17,4,23,26,22,"1.70",0,0,0,0,187,718,"0.317",6,0,2,3,0,3,0,2,0,1,11,3,0,4,51,39,"1.31",0.348,22.4,"18.0","5.18","3.83","1.35",0.389,"0.410",0.799,4,"0",0,8.53699581871242
2021,"NC","김영규","5.37",37,5,3,0,6,"0.625",63.6666666666667,69,10,28,1,42,40,38,"1.52",0,0,1,0,286,1088,"0.274",8,0,4,1,0,3,0,8,3,2,1,5,0,4,67,75,"0.89",0.294,29.4,"17.1","5.94","3.96","1.50",0.348,"0.425",0.773,4,"0",0,9.15904707758863
2021,"NC","김진성","7.17",42,2,4,1,9,"0.333",37.6666666666667,43,7,18,1,37,34,30,"1.62",0,0,0,2,174,663,"0.283",10,0,1,2,3,2,0,0,0,2,6,16,0,2,24,50,"0.48",0.327,15.8,"17.6","8.84","4.30","2.06",0.358,"0.487",0.845,3,"0",0,9.21034037197618
2021,"NC","강동연","7.83",12,3,2,0,1,"0.600",23,25,4,14,0,14,21,20,"1.70",0,0,0,0,109,435,"0.269",4,1,0,2,0,3,0,3,1,2,0,0,0,0,23,33,"0.70",0.273,36.3,"18.9","5.48","5.48","1.00",0.358,"0.462",0.82,4,"0",0,8.34283980427146
2021,"키움","김태훈","3.22",66,4,2,11,15,"0.667",64.3333333333333,60,1,33,1,52,26,23,"1.45",0,0,0,5,282,1100,"0.249",10,0,2,5,2,3,1,0,0,4,20,25,1,7,73,61,"1.20",0.306,16.7,"17.1","7.27","4.62","1.58",0.336,"0.303",0.639,2,"1",0,9.85219425814858
2021,"키움","김성민","3.28",47,2,3,1,11,"0.400",46.6666666666667,43,4,35,6,36,21,17,"1.67",0,0,0,4,218,886,"0.251",7,0,4,2,2,1,0,0,0,2,6,18,0,9,59,35,"1.69",0.293,18.9,"19.0","6.94","6.75","1.03",0.393,"0.363",0.756,3,"0",0,9.10497985631836
2021,"키움","조상우","3.48",44,6,5,15,5,"0.545",44,30,4,19,2,47,18,17,"1.11",0,0,0,0,187,756,"0.183",5,0,0,1,2,2,0,0,0,6,26,20,2,1,35,53,"0.66",0.228,17.2,"17.2","9.61","3.89","2.47",0.274,"0.287",0.561,1,"1",0,10.4341158035983
2021,"키움","김재웅","3.54",51,0,1,1,11,"0.000",53.3333333333333,49,5,33,1,47,24,21,"1.54",0,0,0,0,243,1015,"0.239",2,0,2,2,3,2,0,0,0,0,9,13,0,3,43,68,"0.63",0.284,19.9,"19.0","7.93","5.57","1.42",0.344,"0.322",0.666,3,"0",0,9.24956108512946
2021,"키움","양현","4.69",45,1,2,0,5,"0.333",48,59,3,26,1,22,31,25,"1.77",0,0,0,0,225,887,"0.312",11,0,4,5,4,1,0,0,0,1,9,9,0,4,58,55,"1.05",0.331,19.7,"18.5","4.13","4.88","0.85",0.389,"0.418",0.807,4,"0",0,9.21034037197618
2021,"키움","김동혁","5.05",40,0,5,1,0,"0.000",82,89,5,34,14,30,51,46,"1.50",0,0,1,0,367,1331,"0.290",21,0,6,6,4,0,1,8,0,0,10,4,0,14,108,86,"1.26",0.302,33.3,"16.2","3.29","3.73","0.88",0.38,"0.407",0.787,3,"0",0,8.69951474821019
2021,"키움","김성진","5.18",46,1,3,0,2,"0.250",41.6666666666667,40,4,23,0,31,30,24,"1.51",0,0,0,2,188,707,"0.258",13,0,5,5,2,3,0,0,0,1,11,5,0,4,42,47,"0.89",0.288,15.4,"17.0","6.70","4.97","1.35",0.344,"0.419",0.763,4,"0",0,8.51719319141624
2021,"키움","이승호","5.51",38,1,3,0,5,"0.250",47.3333333333333,55,4,31,1,37,39,29,"1.82",0,0,0,1,224,830,"0.296",7,1,5,1,2,8,0,3,0,1,5,8,0,5,43,52,"0.83",0.349,21.8,"17.5","7.04","5.89","1.19",0.397,"0.409",0.806,4,"0",0,9.04782144247841
2021,"키움","김선기","6.52",21,3,2,0,0,"0.600",48.3333333333333,53,5,22,7,25,38,35,"1.55",0,0,2,1,224,863,"0.277",12,0,1,3,0,4,1,7,1,2,5,1,0,4,43,73,"0.59",0.293,41.1,"17.9","4.66","4.10","1.14",0.368,"0.419",0.787,4,"0",0,8.74830491237962
2021,"SSG","김택형","2.39",59,5,1,7,4,"0.833",75.3333333333333,61,3,42,3,62,23,20,"1.37",0,0,0,3,316,1277,"0.231",11,0,3,4,5,3,0,0,0,5,24,14,0,12,79,66,"1.20",0.286,21.6,"17.0","7.41","5.02","1.48",0.339,"0.307",0.646,2,"1",0,9.43348392329039
2021,"SSG","서진용","3.34",65,7,5,9,3,"0.583",67.3333333333333,57,9,43,0,62,28,25,"1.49",0,0,0,5,297,1132,"0.232",8,1,4,4,7,3,0,0,0,7,32,18,0,6,57,74,"0.77",0.268,17.4,"16.8","8.29","5.75","1.44",0.341,"0.382",0.723,1,"1",0,9.82552601106642
2021,"SSG","박민호","3.73",40,4,0,0,5,"1.000",41,45,3,11,4,19,18,17,"1.37",0,0,0,3,177,703,"0.283",5,0,3,0,0,0,0,0,0,4,5,11,0,5,42,53,"0.79",0.307,17.6,"17.1","4.17","2.41","1.73",0.345,"0.371",0.716,5,"0",0,9.39266192877014
2021,"SSG","장지훈","3.92",60,2,5,1,10,"0.286",80.3333333333333,84,6,19,4,51,40,35,"1.28",0,0,0,2,342,1239,"0.268",12,2,5,1,1,1,1,1,0,2,6,11,0,5,110,69,"1.59",0.304,20.7,"15.4","5.71","2.13","2.68",0.318,"0.377",0.695,4,"0",0,9.25913053614561
2021,"SSG","김태훈","4.97",65,2,4,1,16,"0.333",58,55,7,38,10,49,35,32,"1.60",0,0,0,7,269,1012,"0.253",5,0,3,1,3,4,1,0,0,2,4,27,1,12,59,55,"1.07",0.296,15.6,"17.4","7.60","5.90","1.29",0.387,"0.373",0.76,4,"0",0,9.61580548008435
2021,"SSG","서동민","5.13",20,0,0,0,0,"-",26.3333333333333,27,5,17,1,24,15,15,"1.67",0,0,0,0,118,501,"0.273",4,1,1,0,0,1,0,0,0,0,6,0,0,3,15,33,"0.45",0.314,25.1,"19.0","8.20","5.81","1.41",0.385,"0.485",0.87,5,"0",0,8.29404964010203
2021,"SSG","조이현","5.67",30,4,8,1,0,"0.333",66.6666666666667,74,10,26,0,48,46,42,"1.50",0,0,1,0,291,1110,"0.290",10,2,4,6,0,3,0,8,2,2,3,3,0,6,65,74,"0.88",0.315,37,"16.7","6.48","3.51","1.85",0.348,"0.463",0.811,4,"0",0,8.77955745588373
2021,"SSG","신재영","5.72",20,0,0,0,0,"-",28.3333333333333,35,3,2,4,27,18,18,"1.31",0,0,0,0,124,450,"0.302",5,1,1,1,0,1,0,1,0,0,12,0,0,2,28,27,"1.04",0.368,22.5,"15.9","8.58","0.64","13.50",0.333,"0.440",0.773,5,"0",0,8.29404964010203
2021,"SSG","이태양","5.73",40,5,10,0,4,"0.333",103.666666666667,123,25,32,1,62,66,66,"1.50",0,0,4,0,456,1644,"0.298",23,1,5,5,1,2,0,14,2,3,3,6,0,5,94,139,"0.68",0.296,41.1,"15.9","5.38","2.78","1.94",0.346,"0.540",0.886,5,"0",0,9.39266192877014
2021,"SSG","최민준","5.86",38,3,3,0,4,"0.500",86,93,11,50,7,62,56,56,"1.66",0,0,1,1,398,1672,"0.278",17,0,3,4,0,5,1,12,2,1,3,5,0,4,91,92,"0.99",0.309,44,"19.4","6.49","5.23","1.24",0.38,"0.428",0.808,5,"0",0,8.77955745588373
2022,"삼성","홍정우","3.04",26,5,2,0,1,"0.714",26.6666666666667,19,3,13,0,20,10,9,"1.20",0,0,0,1,111,407,"0.200",6,0,3,0,4,0,0,0,0,5,4,3,0,3,23,33,"0.70",0.222,15.7,"15.3","6.75","4.39","1.54",0.296,"0.358",0.654,3,"0",0,8.74830491237962
2022,"삼성","우규민","3.26",60,4,3,1,16,"0.571",47,55,3,6,4,31,21,17,"1.30",0,0,0,6,201,778,"0.291",11,0,1,1,2,0,1,0,0,4,7,26,1,6,53,51,"1.04",0.333,13,"16.6","5.94","1.15","5.17",0.325,"0.397",0.722,2,"0",0,10.1266311038503
2022,"삼성","오승환","3.32",57,6,2,31,2,"0.750",57,59,8,13,1,51,23,21,"1.26",0,0,0,7,239,978,"0.263",9,1,1,0,0,1,0,0,0,6,47,39,2,4,39,75,"0.52",0.309,17.2,"17.2","8.05","2.05","3.92",0.307,"0.420",0.727,1,"1",0,11.8493977015914
2022,"삼성","문용익","3.35",39,1,2,1,2,"0.333",37.6666666666667,31,2,22,2,23,20,14,"1.41",0,0,0,0,163,656,"0.230",5,0,2,2,0,2,0,0,0,1,11,4,0,5,38,45,"0.84",0.259,16.8,"17.4","5.50","5.26","1.05",0.342,"0.311",0.653,2,"0",0,8.74830491237962
2022,"삼성","이상민","3.68",46,0,0,0,9,"-",29.3333333333333,30,5,15,3,23,13,12,"1.53",0,0,0,1,138,571,"0.254",6,1,1,1,1,2,0,0,0,0,6,11,0,0,31,35,"0.89",0.275,12.4,"19.5","7.06","4.60","1.53",0.35,"0.449",0.799,3,"0",0,8.9226582995244
2022,"삼성","이승현(좌)","4.53",58,2,4,1,14,"0.333",47.6666666666667,43,5,21,3,57,28,24,"1.34",0,0,0,3,212,849,"0.235",10,1,4,1,2,6,0,0,0,2,12,17,1,2,48,36,"1.33",0.311,14.6,"17.8","10.76","3.97","2.71",0.322,"0.383",0.705,2,"0",0,8.98719682066197
2022,"삼성","이승현(우)","4.68",54,0,2,0,13,"0.000",50,48,5,22,3,39,26,26,"1.40",0,0,0,0,217,894,"0.258",14,1,4,2,1,0,0,0,0,0,8,12,0,3,32,69,"0.46",0.299,16.6,"17.9","7.02","3.96","1.77",0.343,"0.425",0.768,3,"0",0,9.39266192877014
2022,"삼성","최충연","4.70",38,0,1,0,0,"0.000",38.3333333333333,39,3,20,5,29,24,20,"1.54",0,0,0,0,177,671,"0.265",10,1,3,2,3,3,0,0,0,0,13,2,0,5,36,45,"0.80",0.308,17.7,"17.5","6.81","4.70","1.45",0.368,"0.408",0.776,3,"0",0,8.61250337122056
2022,"삼성","장필준","5.70",19,0,3,0,0,"0.000",30,38,1,15,3,17,20,19,"1.77",0,0,0,0,139,496,"0.322",11,1,3,0,2,1,0,1,0,0,1,2,0,7,36,27,"1.33",0.37,26.1,"16.5","5.10","4.50","1.13",0.412,"0.458",0.87,3,"0",0,8.98719682066197
2022,"삼성","김무신","5.91",37,3,3,0,3,"0.500",35,39,2,22,2,32,29,23,"1.74",0,0,0,2,168,646,"0.279",9,0,1,3,1,6,0,1,0,3,5,5,0,2,35,37,"0.95",0.339,17.5,"18.5","8.23","5.66","1.45",0.377,"0.386",0.763,3,"0",0,8.85366542803745
2022,"삼성","이재익","5.94",42,3,2,0,7,"0.600",33.3333333333333,41,4,9,1,21,25,22,"1.50",0,0,0,1,149,538,"0.304",7,0,3,1,0,0,0,0,0,3,9,10,0,4,45,29,"1.55",0.333,12.8,"16.1","5.67","2.43","2.33",0.349,"0.444",0.793,3,"0",0,8.64822145382264
2022,"삼성","최하늘","6.15",14,1,4,0,1,"0.200",33.6666666666667,42,5,15,2,18,23,23,"1.69",0,0,0,0,156,622,"0.307",4,1,2,0,0,0,1,5,1,0,4,0,0,2,43,34,"1.26",0.325,44.4,"18.5","4.81","4.01","1.20",0.383,"0.460",0.843,3,"0",0,8.1886891244442
2022,"LG","고우석","1.48",61,4,2,42,0,"0.667",60.6666666666667,37,6,21,1,80,12,10,"0.96",0,0,0,2,240,970,"0.173",7,1,3,1,4,5,0,0,0,4,57,44,2,3,50,48,"1.04",0.24,15.9,"16.0","11.87","3.12","3.81",0.249,"0.299",0.548,1,"1",0,10.6689553946757
2022,"LG","이우찬","1.81",36,5,0,0,2,"1.000",44.6666666666667,29,2,21,1,42,10,9,"1.12",0,0,0,0,182,710,"0.185",4,0,2,1,1,4,0,0,0,5,4,3,0,4,57,30,"1.90",0.237,19.7,"15.9","8.46","4.23","2.00",0.283,"0.248",0.531,3,"0",0,9.39266192877014
2022,"LG","김대유","2.04",59,2,1,0,13,"0.667",39.6666666666667,35,2,15,8,36,11,9,"1.26",0,0,0,0,172,694,"0.238",6,2,2,0,3,0,0,0,0,2,4,18,0,4,33,43,"0.77",0.303,11.8,"17.5","8.17","3.40","2.40",0.341,"0.347",0.688,3,"0",0,9.68034400122192
2022,"LG","최성훈","2.16",45,0,0,0,6,"-",33.3333333333333,23,1,13,3,22,10,8,"1.08",0,0,0,0,139,487,"0.195",4,2,4,1,2,2,0,0,0,0,5,7,0,2,46,28,"1.64",0.229,10.8,"14.6","5.94","3.51","1.69",0.289,"0.288",0.577,3,"0",0,9.47270463644367
2022,"LG","배재준","2.30",17,0,1,0,0,"0.000",31.3333333333333,22,0,15,4,23,11,8,"1.18",0,0,0,0,129,551,"0.202",4,2,0,1,0,0,0,5,0,0,7,1,0,3,26,39,"0.67",0.253,32.4,"17.6","6.61","4.31","1.53",0.318,"0.275",0.593,3,"0",0,8.9226582995244
2022,"LG","진해수","2.40",64,4,0,0,12,"1.000",45,39,1,11,1,35,13,12,"1.11",0,0,0,1,180,696,"0.238",6,3,3,1,0,2,0,0,0,4,7,16,0,3,47,44,"1.07",0.295,10.9,"15.5","7.00","2.20","3.18",0.288,"0.329",0.617,3,"0",0,10.1266311038503
2022,"LG","정우영","2.64",67,2,3,0,35,"0.400",58,48,3,32,6,40,18,17,"1.38",0,0,0,4,248,934,"0.230",3,2,0,1,5,0,0,0,0,2,3,35,0,14,100,22,"4.55",0.269,13.9,"16.1","6.21","4.97","1.25",0.347,"0.306",0.653,3,"0",0,10.5966347330961
2022,"LG","이정용","3.34",65,4,4,1,22,"0.500",59.3333333333333,53,3,18,2,40,26,22,"1.20",0,0,0,5,250,979,"0.239",12,1,4,4,3,3,0,0,0,4,7,28,0,3,41,92,"0.45",0.273,15.1,"16.5","6.07","2.73","2.22",0.297,"0.342",0.639,2,"0",0,10.0858091093301
2022,"LG","송은범","4.05",25,1,1,0,2,"0.500",26.6666666666667,29,3,10,0,13,13,12,"1.46",0,0,0,0,116,452,"0.282",3,0,2,1,0,0,0,0,0,1,4,1,0,5,40,22,"1.82",0.295,18.1,"17.0","4.39","3.38","1.30",0.342,"0.398",0.74,3,"0",0,9.5468126085974
2022,"LG","최동환","4.14",47,0,1,0,0,"0.000",50,45,5,17,1,30,23,23,"1.24",0,0,0,0,210,792,"0.239",7,1,1,3,0,3,0,0,0,0,16,3,0,3,40,76,"0.53",0.256,16.9,"15.8","5.40","3.06","1.76",0.301,"0.367",0.668,3,"0",0,9.25913053614561
2022,"두산","정철원","3.10",58,4,3,3,23,"0.571",72.6666666666667,60,4,26,2,47,26,25,"1.18",0,0,0,3,294,1162,"0.232",12,2,5,2,2,7,0,0,0,4,9,29,1,8,88,66,"1.33",0.267,20,"16.0","5.82","3.22","1.81",0.304,"0.340",0.644,3,"0",0,9.21034037197618
2022,"두산","홍건희","3.48",58,2,9,18,9,"0.182",62,58,5,21,2,60,30,24,"1.27",0,0,0,4,265,1009,"0.250",9,0,6,4,3,4,0,0,0,2,38,31,1,1,68,50,"1.36",0.31,17.4,"16.3","8.71","3.05","2.86",0.313,"0.353",0.666,1,"1",0,10.3089526606443
2022,"두산","김명신","3.62",68,3,3,0,10,"0.500",79.6666666666667,75,5,25,3,61,33,32,"1.26",0,0,0,0,333,1274,"0.253",9,2,3,6,0,4,0,0,0,3,11,8,0,8,86,80,"1.08",0.297,18.7,"16.0","6.89","2.82","2.44",0.312,"0.348",0.66,5,"0",0,9.58190392840867
2022,"두산","임창민","3.95",32,0,0,2,6,"-",27.3333333333333,26,3,10,3,21,15,12,"1.32",0,0,0,3,124,492,"0.234",1,0,0,0,0,1,0,0,0,0,10,10,0,1,35,29,"1.21",0.264,15.4,"18.0","6.91","3.29","2.10",0.315,"0.324",0.639,4,"0",0,9.21034037197618
2022,"두산","이형범","4.35",31,0,1,0,0,"0.000",31,34,1,11,4,17,17,15,"1.45",0,0,0,1,142,550,"0.270",7,0,0,1,0,2,0,0,0,0,14,1,0,4,46,30,"1.53",0.303,17.7,"17.7","4.94","3.19","1.55",0.345,"0.349",0.694,5,"0",0,8.85366542803745
2022,"두산","김강률","4.38",26,3,4,9,1,"0.429",24.6666666666667,28,2,8,2,15,13,12,"1.46",0,0,0,4,110,395,"0.295",6,0,1,4,2,1,0,0,0,3,17,14,0,2,25,31,"0.81",0.317,15.2,"16.0","5.47","2.92","1.88",0.349,"0.421",0.77,2,"1",0,9.90348755253613
2022,"두산","최승용","5.30",48,3,7,0,5,"0.300",93.3333333333333,104,8,43,2,64,59,55,"1.58",0,0,2,0,423,1763,"0.278",15,4,4,0,0,1,1,15,1,2,2,4,0,8,93,113,"0.82",0.318,36.7,"18.9","6.17","4.15","1.49",0.356,"0.404",0.76,5,"0",0,8.69951474821019
2022,"두산","이승진","6.61",35,3,1,0,2,"0.750",31.3333333333333,35,5,12,1,29,25,23,"1.50",0,0,0,1,140,564,"0.280",2,0,0,2,0,0,1,0,0,3,8,3,0,2,25,38,"0.66",0.323,16.1,"18.0","8.33","3.45","2.42",0.343,"0.416",0.759,5,"0",0,9.0825070004663
2022,"두산","박신지","6.71",29,1,6,0,0,"0.143",61.6666666666667,84,7,40,5,38,50,46,"2.01",0,0,0,0,313,1199,"0.326",12,1,6,4,0,4,0,9,1,0,2,1,0,6,66,74,"0.89",0.355,41.3,"19.4","5.55","5.84","0.95",0.42,"0.461",0.881,5,"0",0,8.1886891244442
