"year","team","name","ERA","G","W","L","SV","HLD","WPCT","IP","H","HR","BB","HBP","SO","R","ER","WHIP","CG","SHO","QS","BSV","TBF","NP","AVG","2B","3B","SAC","SF","IBB","WP","BK","GS","Wgs","Wgr","GF","SVO","TS","GDP","GO","AO","GO_AO","BABIP","P_G","P_IP","K_9","BB_9","K_BB","OBP","SLG","OPS","rank_sv","closer","is_fa","log_salary"
2023,"두산","이영하","5.49",36,5,3,0,4,"0.625",39.3333333333333,40,2,21,4,28,27,24,"1.55",0,0,0,0,184,739,"0.256",9,1,3,0,1,2,0,0,0,5,5,6,0,1,46,42,"1.10",0.302,20.5,"18.8","6.41","4.81","1.33",0.359,"0.365",0.724,5,"0",0,9.21034037197618
2023,"두산","박신지","5.54",15,0,0,0,0,"-",26,39,1,11,3,15,16,16,"1.92",0,0,0,0,129,459,"0.342",13,0,0,1,0,2,0,1,0,0,7,1,0,0,16,45,"0.36",0.384,30.6,"17.7","5.19","3.81","1.36",0.411,"0.482",0.893,5,"0",0,8.1605182474775
2023,"두산","이형범","6.51",23,1,0,0,1,"1.000",27.6666666666667,40,2,12,3,13,23,20,"1.88",0,0,0,0,134,476,"0.348",10,0,2,2,0,2,0,0,0,1,4,0,0,6,39,25,"1.56",0.373,20.7,"17.2","4.23","3.90","1.08",0.417,"0.487",0.904,5,"0",0,8.85366542803745
2023,"한화","주현상","1.96",55,2,2,0,12,"0.500",59.6666666666667,35,2,15,3,45,13,13,"0.84",0,0,0,1,228,897,"0.172",6,1,5,1,1,0,0,0,0,2,9,7,0,2,39,86,"0.45",0.209,16.3,"15.0","6.79","2.26","3.00",0.238,"0.240",0.478,3,"0",0,9.30565055178051
2023,"한화","윤대경","2.45",47,5,1,0,2,"0.833",47.6666666666667,36,4,19,6,28,18,13,"1.15",0,0,0,1,199,795,"0.209",9,1,1,1,0,2,0,0,0,5,10,6,0,2,29,80,"0.36",0.227,16.9,"16.7","5.29","3.59","1.47",0.308,"0.343",0.651,3,"0",0,9.30565055178051
2023,"한화","박상원","3.65",55,5,3,16,0,"0.625",61.6666666666667,63,2,29,3,57,35,25,"1.49",0,0,0,6,277,1103,"0.267",9,3,4,4,4,2,0,0,0,5,40,22,2,6,66,54,"1.22",0.337,20.1,"17.9","8.32","4.23","1.97",0.349,"0.356",0.705,1,"1",0,9.87816974455184
2023,"한화","한승주","3.95",47,1,4,0,2,"0.200",70.6666666666667,81,6,31,4,55,34,31,"1.58",0,0,0,0,320,1267,"0.287",16,2,2,1,2,5,0,6,0,1,12,2,0,5,77,70,"1.10",0.338,27,"17.9","7.00","3.95","1.77",0.365,"0.422",0.787,3,"0",0,8.41183267575841
2023,"한화","김범수","4.19",76,5,5,1,18,"0.500",62.3333333333333,64,3,33,3,52,33,29,"1.56",0,0,0,7,283,1097,"0.263",10,0,2,2,5,4,0,0,0,5,4,25,0,4,68,61,"1.11",0.321,14.4,"17.6","7.51","4.76","1.58",0.356,"0.342",0.698,2,"0",0,9.86786037489298
2023,"한화","김기중","4.63",37,1,3,0,1,"0.250",56.3333333333333,58,4,29,9,46,33,29,"1.54",0,0,0,0,253,1022,"0.278",9,3,5,1,1,2,0,6,1,0,6,1,0,6,41,65,"0.63",0.338,27.6,"18.1","7.35","4.63","1.59",0.387,"0.407",0.794,3,"0",0,8.38935981990635
2023,"한화","정우람","5.36",52,0,1,0,8,"0.000",40.3333333333333,45,3,17,2,30,24,24,"1.54",0,0,0,1,183,766,"0.278",8,2,0,2,0,3,0,0,0,0,7,10,0,1,37,52,"0.71",0.321,14.7,"19.0","6.69","3.79","1.76",0.35,"0.407",0.757,3,"0",0,9.21034037197618
2023,"한화","강재민","6.44",43,1,3,0,12,"0.250",43.3333333333333,35,5,19,8,42,31,31,"1.25",0,0,0,3,189,785,"0.224",10,1,1,5,0,0,0,0,0,1,2,15,0,1,31,53,"0.58",0.263,18.3,"18.1","8.72","3.95","2.21",0.33,"0.397",0.727,3,"0",0,9.58190392840867
2023,"한화","한승혁","6.44",21,0,3,0,1,"0.000",36.3333333333333,48,3,21,3,28,27,26,"1.90",0,0,0,0,176,684,"0.324",9,0,0,4,0,4,0,7,0,0,4,1,0,1,34,42,"0.81",0.372,32.6,"18.8","6.94","5.20","1.33",0.409,"0.446",0.855,3,"0",0,8.49699048409872
2023,"한화","남지민","6.45",16,1,7,0,0,"0.125",37.6666666666667,54,0,13,6,23,31,27,"1.78",0,0,1,0,186,678,"0.333",12,0,1,4,1,3,0,7,0,1,5,0,0,3,42,47,"0.89",0.378,42.4,"18.0","5.50","3.11","1.77",0.395,"0.407",0.802,3,"0",0,8.29404964010203
2023,"한화","김서현","7.25",20,0,0,1,0,"-",22.3333333333333,22,1,23,7,26,20,18,"2.01",0,0,0,0,114,476,"0.265",4,2,1,0,1,3,1,1,0,0,1,5,0,3,26,9,"2.89",0.375,23.8,"21.3","10.48","9.27","1.13",0.46,"0.398",0.858,2,"0",0,8.10167774745457
2023,"KIA","최지민","2.12",58,6,3,3,12,"0.667",59.3333333333333,45,4,26,4,44,17,14,"1.20",0,0,0,2,244,985,"0.216",4,2,2,4,1,5,0,0,0,6,15,16,1,10,57,66,"0.86",0.25,17,"16.6","6.67","3.94","1.69",0.31,"0.313",0.623,2,"1",0,9.21034037197618
2023,"KIA","전상현","2.15",64,8,3,1,13,"0.727",58.6666666666667,50,1,26,1,50,20,14,"1.30",0,0,0,2,250,945,"0.233",8,0,6,2,4,3,0,0,0,8,8,20,0,4,43,74,"0.58",0.295,14.8,"16.1","7.67","3.99","1.92",0.316,"0.284",0.6,3,"0",0,9.74096862303835
2023,"KIA","정해영","2.92",52,3,4,23,1,"0.429",49.3333333333333,53,3,20,1,30,18,16,"1.48",0,0,0,3,218,780,"0.277",9,1,6,0,3,0,0,0,0,3,40,26,1,1,45,63,"0.71",0.316,15,"15.8","5.47","3.65","1.50",0.349,"0.382",0.731,1,"1",0,9.90348755253613
2023,"KIA","임기영","2.96",64,4,4,3,16,"0.500",82,56,6,19,6,57,29,27,"0.91",0,0,0,1,324,1248,"0.193",8,3,4,5,1,1,0,0,0,4,9,16,1,5,77,105,"0.73",0.216,19.5,"15.2","6.26","2.09","3.00",0.253,"0.303",0.556,2,"1",0,10.1266311038503
2023,"KIA","이준영","3.21",64,1,0,0,10,"1.000",33.6666666666667,26,0,23,2,30,12,12,"1.46",0,0,0,0,149,620,"0.211",3,1,0,1,2,1,0,0,0,1,4,15,0,2,23,45,"0.51",0.277,9.7,"18.4","8.02","6.15","1.30",0.342,"0.252",0.594,4,"0",0,9.5468126085974
2023,"KIA","윤중현","3.86",31,2,1,0,0,"0.667",28,29,2,10,1,8,13,12,"1.39",0,0,0,0,115,407,"0.287",3,0,2,1,1,0,0,0,0,2,10,1,0,8,39,26,"1.50",0.293,13.1,"14.5","2.57","3.21","0.80",0.354,"0.376",0.73,4,"0",0,8.77955745588373
2023,"KIA","장현식","4.06",56,2,2,3,5,"0.500",51,58,6,26,1,44,26,23,"1.65",0,0,0,2,226,876,"0.296",8,0,1,2,1,1,0,0,0,2,17,12,1,8,43,53,"0.81",0.351,15.6,"17.2","7.76","4.59","1.69",0.378,"0.429",0.807,2,"1",0,9.68034400122192
2023,"KIA","박준표","4.50",33,1,0,0,3,"1.000",28,28,3,9,0,13,16,14,"1.32",0,0,0,0,118,413,"0.259",3,1,1,0,1,1,0,0,0,1,3,6,0,5,42,25,"1.68",0.272,12.5,"14.8","4.18","2.89","1.44",0.316,"0.389",0.705,4,"0",0,8.98719682066197
2023,"KIA","김기훈","4.60",29,2,0,0,0,"1.000",31.3333333333333,28,0,37,2,26,22,16,"2.07",0,0,0,0,156,671,"0.243",6,1,0,2,1,5,1,0,0,2,12,0,0,2,20,43,"0.47",0.308,23.1,"21.4","7.47","10.63","0.70",0.429,"0.313",0.742,4,"0",0,8.29404964010203
2023,"KIA","김대유","5.11",41,0,2,0,4,"0.000",24.6666666666667,26,2,8,6,20,15,14,"1.38",0,0,0,0,110,458,"0.280",1,1,2,1,1,0,0,0,0,0,4,4,0,2,28,20,"1.40",0.333,11.2,"18.6","7.30","2.92","2.50",0.37,"0.376",0.746,4,"0",0,9.30565055178051
2023,"KIA","김유신","5.64",27,0,1,0,2,"0.000",30.3333333333333,34,2,19,3,12,19,19,"1.75",0,0,0,0,141,541,"0.296",8,0,1,3,0,0,0,0,0,0,9,2,0,5,38,34,"1.12",0.308,20,"17.8","3.56","5.64","0.63",0.4,"0.417",0.817,4,"0",0,8.34283980427146
2023,"KIA","황동하","6.61",13,0,3,0,0,"0.000",31.3333333333333,35,5,21,1,19,25,23,"1.79",0,0,0,0,149,576,"0.285",6,3,3,1,0,1,0,6,0,0,1,1,0,2,30,40,"0.75",0.3,44.3,"18.4","5.46","6.03","0.90",0.39,"0.504",0.894,4,"0",0,8.1605182474775
2023,"롯데","최준용","2.45",47,2,3,0,14,"0.400",47.6666666666667,50,2,18,1,40,15,13,"1.43",0,0,0,4,210,841,"0.266",6,0,2,1,1,1,0,0,0,2,4,21,0,1,41,58,"0.71",0.327,17.9,"17.6","7.55","3.40","2.22",0.332,"0.330",0.662,4,"0",0,9.69892038679485
2023,"롯데","김원중","2.97",63,5,6,30,0,"0.455",63.6666666666667,51,2,25,5,82,24,21,"1.19",0,0,0,5,265,1084,"0.220",5,3,1,2,3,3,0,0,0,5,47,35,2,2,61,40,"1.53",0.327,17.2,"17.0","11.59","3.53","3.28",0.307,"0.293",0.6,1,"1",0,10.8197782844103
2023,"롯데","심재민","3.78",33,3,1,0,6,"0.750",47.6666666666667,57,2,18,1,29,23,20,"1.57",1,0,0,0,218,801,"0.297",6,0,4,3,1,1,0,6,2,1,6,5,0,5,68,41,"1.66",0.335,24.3,"16.8","5.48","3.40","1.61",0.355,"0.359",0.714,4,"0",0,9.1484649682581
2023,"롯데","구승민","3.96",67,2,6,3,22,"0.250",63.6666666666667,65,4,29,5,66,32,28,"1.48",0,0,0,5,289,1169,"0.264",8,0,8,1,0,2,0,0,0,2,8,33,0,0,52,64,"0.81",0.345,17.4,"18.4","9.33","4.10","2.28",0.352,"0.346",0.698,2,"1",0,10.7144177687525
2023,"롯데","김도규","4.55",36,0,3,1,1,"0.000",29.6666666666667,29,1,13,1,26,16,15,"1.42",0,0,0,0,132,534,"0.257",5,0,3,2,0,6,0,0,0,0,14,6,0,2,28,32,"0.88",0.318,14.8,"18.0","7.89","3.94","2.00",0.333,"0.327",0.66,3,"0",0,8.98719682066197
2023,"롯데","신정락","4.66",34,4,0,0,1,"1.000",29,32,4,11,3,28,15,15,"1.48",0,0,0,1,128,476,"0.288",6,0,1,2,3,0,0,0,0,4,9,4,0,5,23,30,"0.77",0.346,14,"16.4","8.69","3.41","2.55",0.362,"0.450",0.812,4,"0",0,8.98719682066197
2023,"롯데","정성종","5.32",12,0,1,0,1,"0.000",22,21,1,15,1,10,14,13,"1.64",0,0,0,0,98,343,"0.266",5,0,3,0,1,1,0,3,0,0,2,1,0,4,27,21,"1.29",0.294,28.6,"15.6","4.09","6.14","0.67",0.389,"0.367",0.756,4,"0",0,8.26873183211774
2023,"롯데","진승현","5.86",24,2,2,0,1,"0.500",27.6666666666667,34,2,16,0,25,20,18,"1.81",0,0,0,0,129,533,"0.309",3,0,0,3,3,1,0,0,0,2,8,1,0,3,23,31,"0.74",0.372,22.2,"19.3","8.13","5.20","1.56",0.388,"0.391",0.779,4,"0",0,8.36637030168165
2023,"롯데","김진욱","6.44",50,2,1,0,8,"0.667",36.3333333333333,37,4,29,2,35,27,26,"1.82",0,0,0,0,177,746,"0.262",6,1,3,2,0,3,0,0,0,2,2,8,0,0,29,42,"0.69",0.317,14.9,"20.5","8.67","7.18","1.21",0.391,"0.404",0.795,4,"0",0,8.69951474821019
2023,"롯데","최이준","6.83",28,1,0,0,1,"1.000",29,37,1,21,0,20,22,22,"2.00",0,0,0,0,143,546,"0.306",11,3,1,0,1,4,0,0,0,1,9,2,0,0,21,43,"0.49",0.36,19.5,"18.8","6.21","6.52","0.95",0.408,"0.471",0.879,4,"0",0,8.24275634571448
2023,"KT","김재윤","2.60",59,5,5,32,0,"0.500",65.6666666666667,54,2,13,1,60,21,19,"1.02",0,0,0,4,262,1005,"0.227",5,2,8,2,5,3,0,0,0,5,47,36,2,3,46,80,"0.58",0.292,17,"15.3","8.22","1.78","4.62",0.268,"0.290",0.558,1,"1",0,10.5966347330961
2023,"KT","박영현","2.75",68,3,3,4,32,"0.500",75.3333333333333,63,3,23,2,79,25,23,"1.14",0,0,0,6,308,1220,"0.230",11,2,7,2,4,1,2,0,0,3,11,41,1,3,43,91,"0.47",0.309,17.9,"16.2","9.44","2.75","3.43",0.292,"0.318",0.61,2,"1",0,9.68034400122192
2023,"KT","손동현","3.42",64,8,5,1,15,"0.615",73.6666666666667,68,5,20,2,40,31,28,"1.19",0,0,0,4,301,1100,"0.256",11,0,9,4,1,2,0,0,0,8,11,21,0,7,66,96,"0.69",0.28,17.2,"14.9","4.89","2.44","2.00",0.308,"0.353",0.661,3,"0",0,9.39266192877014
2023,"KT","이상동","3.98",36,4,1,0,1,"0.800",40.6666666666667,45,4,15,0,43,19,18,"1.48",0,0,0,0,179,672,"0.280",10,0,3,0,2,1,0,0,0,4,9,0,0,1,28,45,"0.62",0.36,18.7,"16.5","9.52","3.32","2.87",0.341,"0.416",0.757,4,"0",0,8.69951474821019
2023,"KT","이선우","4.34",22,0,2,0,0,"0.000",37.3333333333333,47,5,9,4,24,20,18,"1.50",0,0,0,0,169,589,"0.305",6,0,0,2,0,0,0,4,0,0,8,2,0,5,51,34,"1.50",0.331,26.8,"15.8","5.79","2.17","2.67",0.355,"0.442",0.797,4,"0",0,8.29404964010203
2023,"KT","김영현","5.45",31,0,0,1,1,"-",33,30,4,20,1,35,22,20,"1.52",0,0,0,0,150,563,"0.238",7,0,2,1,1,2,0,0,0,0,7,4,0,0,31,31,"1.00",0.295,18.2,"17.1","9.55","5.45","1.75",0.345,"0.389",0.734,3,"0",0,8.3187422526924
2023,"KT","조이현","6.69",18,2,1,0,1,"0.667",35,61,3,6,2,17,27,26,"1.91",0,0,0,0,170,585,"0.389",14,1,1,4,0,1,1,4,1,1,4,1,0,2,33,50,"0.66",0.411,32.5,"16.7","4.37","1.54","2.83",0.408,"0.548",0.956,4,"0",0,8.69951474821019
2023,"KT","김민","6.83",16,1,2,0,0,"0.333",29,40,3,16,4,22,26,22,"1.93",0,0,0,0,145,520,"0.325",6,0,1,1,0,4,0,4,1,0,5,0,0,4,40,22,"1.82",0.374,32.5,"17.9","6.83","4.97","1.38",0.417,"0.447",0.864,4,"0",0,8.51719319141624
2023,"KT","이채호","6.93",25,0,1,0,1,"0.000",24.6666666666667,26,6,9,3,8,19,19,"1.42",0,0,0,0,110,390,"0.274",6,0,1,2,0,1,0,0,0,0,5,2,0,1,28,35,"0.80",0.241,15.6,"15.8","2.92","3.28","0.89",0.349,"0.526",0.875,4,"0",0,8.57546209954021
2023,"NC","류진욱","2.15",70,1,4,0,22,"0.200",67,41,1,32,1,62,19,16,"1.09",0,0,0,1,268,1083,"0.180",2,2,4,3,1,5,0,0,0,1,9,28,0,7,77,51,"1.51",0.238,15.5,"16.2","8.33","4.30","1.94",0.28,"0.219",0.499,3,"0",0,9.71111565988867
2023,"NC","김영규","3.06",63,2,4,0,24,"0.333",61.6666666666667,45,2,23,1,48,22,21,"1.10",0,0,0,2,247,916,"0.205",6,5,2,1,1,5,2,0,0,2,5,16,0,6,76,52,"1.46",0.251,14.5,"14.9","7.01","3.36","2.09",0.282,"0.305",0.587,3,"0",0,10.0212705881925
2023,"NC","김태현","4.43",16,1,0,0,0,"1.000",20.3333333333333,17,4,13,1,14,13,10,"1.48",0,0,0,0,90,337,"0.224",1,1,0,0,0,0,0,0,0,1,9,0,0,2,28,17,"1.65",0.224,21.1,"16.6","6.20","5.75","1.08",0.344,"0.421",0.765,3,"0",0,8.29404964010203
2023,"NC","김시훈","4.44",61,4,3,3,12,"0.571",52.6666666666667,57,3,34,1,49,32,26,"1.73",0,0,0,3,245,981,"0.278",10,1,4,1,0,3,0,0,0,4,13,19,0,6,59,41,"1.44",0.351,16.1,"18.6","8.37","5.81","1.44",0.382,"0.380",0.762,2,"1",0,9.30565055178051
2023,"NC","임정호","4.68",65,4,4,0,15,"0.500",50,51,3,17,4,49,30,26,"1.36",0,0,0,4,216,840,"0.264",9,1,2,0,0,4,1,0,0,4,7,23,0,11,56,37,"1.51",0.34,12.9,"16.8","8.82","3.06","2.88",0.336,"0.368",0.704,3,"0",0,9.51044496442652
2023,"NC","송명기","4.83",35,4,9,0,0,"0.308",104.333333333333,106,12,47,11,65,64,56,"1.47",0,0,3,0,474,1871,"0.260",15,2,6,2,0,6,0,17,3,1,4,2,0,4,90,149,"0.60",0.282,53.5,"17.9","5.61","4.05","1.38",0.35,"0.395",0.745,3,"0",0,9.51044496442652
2023,"NC","이준호","4.83",17,3,2,0,0,"0.600",31.6666666666667,32,3,15,4,19,22,17,"1.48",0,0,0,0,144,614,"0.260",4,1,0,2,0,2,0,2,0,3,5,0,0,4,32,42,"0.76",0.282,36.1,"19.4","5.40","4.26","1.27",0.354,"0.382",0.736,3,"0",0,8.41183267575841
2023,"키움","임창민","2.51",51,2,2,26,1,"0.500",46.6666666666667,51,3,17,2,40,16,13,"1.46",0,0,0,4,209,826,"0.276",6,0,2,3,3,0,0,0,0,2,33,32,1,2,32,65,"0.49",0.331,16.2,"17.7","7.71","3.28","2.35",0.338,"0.357",0.695,1,"1",0,9.90348755253613
2023,"키움","김재웅","4.22",67,2,3,6,18,"0.400",59.6666666666667,56,2,24,0,46,29,28,"1.34",0,0,0,3,250,962,"0.252",11,0,2,2,1,0,0,0,0,2,11,30,0,6,54,68,"0.79",0.307,14.4,"16.1","6.94","3.62","1.92",0.323,"0.329",0.652,2,"1",0,9.85219425814858
2023,"키움","문성현","4.45",32,2,2,0,2,"0.500",28.3333333333333,26,2,20,2,21,16,14,"1.62",0,0,0,1,134,487,"0.243",3,0,5,0,2,2,0,0,0,2,7,6,0,1,28,32,"0.88",0.286,15.2,"17.2","6.67","6.35","1.05",0.372,"0.327",0.699,4,"0",0,8.9226582995244
2023,"키움","윤석원","4.50",21,2,0,0,2,"1.000",24,29,2,8,0,8,17,12,"1.54",0,0,0,0,110,418,"0.302",5,0,4,2,1,1,0,0,0,2,3,2,0,2,32,29,"1.10",0.307,19.9,"17.4","3.00","3.00","1.00",0.349,"0.417",0.766,4,"0",0,8.36637030168165
2023,"키움","하영민","4.64",57,3,1,0,5,"0.750",52.3333333333333,67,4,25,1,51,36,27,"1.76",0,0,0,2,247,933,"0.309",8,4,3,1,3,6,0,0,0,3,7,7,0,6,52,48,"1.08",0.387,16.4,"17.8","8.77","4.30","2.04",0.381,"0.438",0.819,4,"0",0,8.98719682066197
2023,"키움","양현","5.05",54,0,5,0,8,"0.000",57,83,5,21,0,16,38,32,"1.82",0,0,0,1,262,943,"0.356",9,2,3,5,1,0,1,0,0,0,12,5,0,11,82,57,"1.44",0.359,17.5,"16.5","2.53","3.32","0.76",0.402,"0.476",0.878,4,"0",0,9.10497985631836
2023,"키움","이명종","5.21",45,5,5,0,1,"0.500",57,66,5,24,6,26,34,33,"1.58",0,0,0,4,260,1022,"0.300",13,0,5,5,0,0,0,2,0,5,7,4,0,6,63,70,"0.90",0.314,22.7,"17.9","4.11","3.79","1.08",0.376,"0.427",0.803,4,"0",0,8.69951474821019
2023,"키움","김선기","5.98",17,1,3,1,0,"0.250",43.6666666666667,56,2,15,1,29,37,29,"1.63",0,0,1,0,200,753,"0.309",16,2,2,1,0,0,1,7,1,0,6,1,1,2,52,45,"1.16",0.358,44.3,"17.2","5.98","3.09","1.93",0.364,"0.453",0.817,3,"0",0,8.85366542803745
2023,"키움","김동혁","7.32",35,1,7,0,6,"0.125",39.3333333333333,51,1,18,6,24,34,32,"1.75",0,0,0,1,192,718,"0.313",9,3,4,1,0,0,2,2,0,1,11,7,0,4,63,26,"2.42",0.36,20.5,"18.3","5.49","4.12","1.33",0.399,"0.423",0.822,4,"0",0,8.69951474821019
2023,"SSG","이건욱","2.09",27,1,0,0,0,"1.000",38.6666666666667,31,0,25,2,31,13,9,"1.45",0,0,0,0,169,716,"0.228",7,0,3,3,2,2,0,1,0,1,10,1,0,0,29,48,"0.60",0.287,26.5,"18.5","7.22","5.82","1.24",0.349,"0.279",0.628,4,"0",0,8.7160440501614
2023,"SSG","서진용","2.59",69,5,4,42,0,"0.556",73,63,3,49,4,64,22,21,"1.53",0,0,0,6,325,1259,"0.239",6,0,4,4,6,5,0,0,0,5,61,48,2,11,71,70,"1.01",0.299,18.2,"17.2","7.89","6.04","1.31",0.361,"0.295",0.656,1,"1",0,10.7144177687525
2023,"SSG","노경은","3.58",76,9,5,2,30,"0.643",83,78,4,36,4,65,33,33,"1.37",0,0,0,7,357,1396,"0.253",13,2,7,2,5,8,0,0,0,9,6,38,0,11,83,84,"0.99",0.307,18.4,"16.8","7.05","3.90","1.81",0.337,"0.347",0.684,2,"1",0,10.4631033404715
2023,"SSG","최민준","4.20",53,5,3,1,7,"0.625",60,75,7,19,1,37,29,28,"1.57",0,0,0,3,262,1025,"0.319",10,2,5,2,1,2,0,0,0,5,6,12,0,8,68,57,"1.19",0.352,19.3,"17.1","5.55","2.85","1.95",0.37,"0.468",0.838,3,"0",0,9.57498348556409
2023,"SSG","고효준","4.50",73,4,1,0,13,"0.800",58,49,3,42,3,66,31,29,"1.57",0,0,0,2,262,1214,"0.232",3,0,3,3,0,4,0,0,0,4,7,19,0,5,39,60,"0.65",0.317,16.6,"20.9","10.24","6.52","1.57",0.363,"0.289",0.652,4,"0",0,9.63560810738053
2023,"SSG","백승건","4.97",25,2,2,0,3,"0.500",38,41,7,17,0,29,24,21,"1.53",0,0,0,0,170,656,"0.273",5,0,2,1,0,0,0,2,0,2,3,3,0,0,31,50,"0.62",0.296,26.2,"17.3","6.87","4.03","1.71",0.345,"0.447",0.792,4,"0",0,8.43381158247719
2023,"SSG","이로운","5.62",50,6,1,0,5,"0.857",57.6666666666667,67,7,29,1,52,39,36,"1.66",0,0,0,1,268,1107,"0.289",13,1,3,3,2,3,0,0,0,6,14,6,0,1,49,67,"0.73",0.341,22.1,"19.2","8.12","4.53","1.79",0.366,"0.444",0.81,4,"0",0,8.90923527919226
2023,"SSG","임준섭","5.79",41,0,2,0,4,"0.000",32.6666666666667,44,1,19,1,26,25,21,"1.93",0,0,0,0,155,666,"0.336",6,0,3,1,1,2,0,0,0,0,11,3,0,7,39,23,"1.70",0.41,16.2,"20.4","7.16","5.23","1.37",0.421,"0.405",0.826,4,"0",0,8.29404964010203
2024,"삼성","최지광","2.23",35,3,2,0,7,"0.600",36.3333333333333,22,1,21,4,38,9,9,"1.18",0,0,0,3,154,674,"0.176",6,1,1,3,2,2,1,0,0,3,1,12,0,2,25,43,"0.58",0.236,19.3,"18.6","9.41","5.20","1.81",0.307,"0.264",0.571,4,"0",0,9.74096862303835
2024,"삼성","이상민","3.90",37,2,1,1,8,"0.667",30,31,2,6,4,12,13,13,"1.23",0,0,0,0,121,416,"0.282",5,0,1,0,0,2,0,0,0,2,6,9,0,5,31,36,"0.86",0.302,11.2,"13.9","3.60","1.80","2.00",0.342,"0.382",0.724,3,"0",0,9.04782144247841
2024,"삼성","김태훈","3.96",56,3,2,0,23,"0.600",52.3333333333333,49,6,19,4,37,24,23,"1.30",0,0,0,1,225,870,"0.243",8,1,0,0,1,2,1,0,0,3,8,20,0,2,50,66,"0.76",0.27,15.5,"16.6","6.36","3.27","1.95",0.32,"0.381",0.701,4,"0",0,10.0858091093301
2024,"삼성","황동재","4.07",15,1,2,0,0,"0.333",42,38,2,18,4,30,20,19,"1.33",0,0,0,1,180,707,"0.248",9,1,2,3,0,5,0,6,1,0,2,2,0,6,53,35,"1.51",0.29,47.1,"16.8","6.43","3.86","1.67",0.337,"0.359",0.696,4,"0",0,8.73230457103318
2024,"삼성","이승현(우)","4.48",60,6,2,1,9,"0.750",60.3333333333333,68,6,23,3,51,31,30,"1.51",0,0,0,2,265,1107,"0.292",14,2,1,5,0,2,0,0,0,6,9,11,1,5,46,73,"0.63",0.343,18.5,"18.3","7.61","3.43","2.22",0.356,"0.446",0.802,3,"0",0,10.0858091093301
2024,"삼성","최하늘","5.34",27,1,1,0,1,"0.500",32,26,2,16,4,18,20,19,"1.31",0,0,0,1,139,579,"0.234",4,0,3,5,0,2,0,0,0,1,4,3,0,1,25,47,"0.53",0.25,21.4,"18.1","5.06","4.50","1.13",0.338,"0.324",0.662,4,"0",0,8.69951474821019
2024,"삼성","최채흥","6.30",14,0,0,0,1,"-",20,24,4,12,0,14,15,14,"1.80",0,0,0,0,96,359,"0.300",5,1,2,2,0,1,0,1,0,0,3,1,0,1,19,25,"0.76",0.313,25.6,"18.0","6.30","5.40","1.17",0.383,"0.538",0.921,4,"0",0,9.47270463644367
2024,"삼성","이승민","8.56",25,1,4,0,0,"0.200",47.3333333333333,71,14,26,3,23,48,45,"2.05",0,0,0,0,237,920,"0.343",8,1,0,1,0,1,0,8,0,1,6,1,0,6,51,63,"0.81",0.333,36.8,"19.4","4.37","4.94","0.88",0.422,"0.594",1.016,4,"0",0,8.51719319141624
2024,"LG","유영찬","2.97",62,7,5,26,1,"0.583",63.6666666666667,61,2,30,3,77,24,21,"1.43",0,0,0,6,286,1105,"0.246",15,0,2,3,3,5,2,0,0,7,50,33,6,1,51,62,"0.82",0.343,17.8,"17.4","10.88","4.24","2.57",0.331,"0.331",0.662,1,"1",0,9.95227771670556
2024,"LG","김유영","3.78",53,1,2,1,6,"0.333",47.6666666666667,50,2,16,4,42,27,20,"1.38",0,0,0,0,212,847,"0.269",7,0,3,3,0,3,1,2,0,1,6,14,0,6,51,46,"1.11",0.331,16,"17.8","7.93","3.02","2.63",0.335,"0.339",0.674,3,"0",0,9.25913053614561
2024,"LG","김진성","3.97",71,3,3,1,27,"0.500",70.3333333333333,62,11,23,7,61,34,31,"1.21",0,0,0,7,294,1144,"0.239",11,1,3,2,3,2,0,0,0,3,6,35,1,4,39,99,"0.39",0.27,16.1,"16.3","7.81","2.94","2.65",0.316,"0.417",0.733,3,"0",0,10.4042628404486
2024,"LG","이종준","4.15",27,1,2,0,1,"0.333",26,26,4,16,0,28,13,12,"1.62",0,0,0,0,119,489,"0.255",5,0,1,0,0,1,0,0,0,1,13,1,0,0,27,21,"1.29",0.314,18.1,"18.8","9.69","5.54","1.75",0.356,"0.422",0.778,4,"0",0,8.34283980427146
2024,"LG","이지강","4.53",46,2,3,1,1,"0.400",53.6666666666667,61,5,26,2,39,35,27,"1.62",0,0,0,1,250,973,"0.280",9,0,1,3,0,5,0,2,0,2,6,8,0,2,61,60,"1.02",0.316,21.2,"18.1","6.54","4.36","1.50",0.357,"0.390",0.747,3,"0",0,9.02401079378469
2024,"LG","정우영","4.76",27,2,1,0,3,"0.667",22.6666666666667,31,0,11,6,17,15,12,"1.85",0,0,0,2,108,389,"0.344",6,0,1,0,0,3,0,0,0,2,2,6,0,4,32,10,"3.20",0.425,14.4,"17.2","6.75","4.37","1.55",0.449,"0.411",0.86,4,"0",0,9.7981270368783
2024,"LG","김대현","5.40",37,2,0,1,1,"1.000",35,33,6,18,2,30,21,21,"1.46",0,0,0,2,155,560,"0.248",6,1,0,2,0,5,0,0,0,2,8,3,0,1,23,49,"0.47",0.273,15.1,"16.0","7.71","4.63","1.67",0.342,"0.444",0.786,3,"0",0,8.9226582995244
